Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
4017,Piplup,,393,♂,253,60,11,8,9,62.2,9.0,9.0,Bubble,Icy Wind,,"2021-12-21 07:19","2021-12-21 07:19",11/19/2021,6.12kg,0.46m,0,0,0,1000,64.84%,1441,95.17%,32000,161,Empoleon,,0,25.47%,3053,95.04%,146000,263,Empoleon,,0,40.32%,2445,91.95%,25400,30,Piplup,,0,
4018,Piplup,,393,♂,226,58,8,12,15,77.8,8.0,8.0,Bubble,Bubble Beam,,"2021-12-21 07:19","2021-12-21 07:19",11/21/2021,3.87kg,0.36m,0,0,0,800,80.22%,811,96.56%,175600,197,Prinplup,,0,84.03%,655,97.39%,141600,259,Empoleon,,0,47.84%,2137,92.46%,24800,30,Piplup,,0,
4019,Piplup,,393,♂,149,47,6,0,7,28.9,6.0,6.0,Pound,Drill Peck,,"2021-12-21 07:18","2021-12-21 07:18",11/20/2021,6.21kg,0.43m,0,0,0,600,28.47%,2930,93.81%,266400,319,Prinplup,,0,45.84%,2219,95.83%,202400,331,Empoleon,,0,39.90%,2462,92.06%,9700,37,Prinplup,,0,
4020,Piplup,,393,♂,131,44,7,9,12,62.2,5.0,5.0,Pound,Bubble Beam,,"2021-12-21 07:18","2021-12-21 07:18",11/20/2021,4.87kg,0.4m,0,0,0,600,75.09%,1021,96.22%,203600,233,Prinplup,,0,60.56%,1616,96.39%,158600,279,Empoleon,,0,91.36%,355,96.54%,1800,128,Empoleon,,0,
4021,Piplup,,393,♂,104,37,10,14,5,64.4,4.0,4.0,Bubble,Drill Peck,,"2021-12-21 07:18","2021-12-21 07:18",11/20/2021,4.97kg,0.39m,0,0,0,400,80.85%,785,96.02%,38400,171,Empoleon,,0,40.44%,2440,95.63%,152400,273,Empoleon,,0,87.99%,493,96.08%,2600,130,Empoleon,,0,
4022,Piplup,,393,♂,43,25,11,4,9,53.3,2.0,2.0,Bubble,Bubble Beam,,"2021-12-21 07:18","2021-12-21 07:18",11/20/2021,4.19kg,0.36m,0,0,0,200,23.39%,3138,93.20%,39600,175,Empoleon,,0,28.67%,2922,95.17%,167600,293,Empoleon,,0,72.97%,1108,94.43%,3800,134,Empoleon,,0,
4023,Empoleon,,395,♂,1552,122,14,12,14,88.9,19.0,19.0,Metal Claw,Hydro Pump,,"2021-12-21 07:18","2021-11-11 17:12",11/12/2020,69kg,1.57m,0,0,0,2500,,,,,,,,,45.30%,2241,95.81%,90000,78,Empoleon,,0,,,,,,,,,
4024,Cranidos,,408,♂,1008,106,,,,82.2,20.0,20.0,Zen Headbutt,Bulldoze,,"2021-12-21 07:17","2021-12-21 07:17",,36.52kg,0.88m,0,0,0,2500,63.39%,1389,95.45%,70000,62,Cranidos,,0,79.62%,546,96.99%,47000,92,Rampardos,,0,,,,,,,,,
4025,Oshawott,,501,♀,629,100,,,,84.0,22.0,22.0,Water Gun,Water Pulse,,"2021-12-21 07:17","2021-12-21 07:17",,8.39kg,0.59m,0,0,0,3000,50.27%,1239,95.79%,86000,101,Dewott,,0,67.72%,627,97.44%,105000,221,Samurott,Normal,0,,,,,,,,,
4026,Deino,,633,♂,432,79,,,,78.9,15.0,15.0,Dragon Breath,Crunch,,"2021-12-21 07:16","2021-12-21 07:16",,16.7kg,0.73m,0,0,0,1900,51.03%,1097,96.16%,91400,107,Zweilous,,0,49.83%,996,96.72%,48900,170,Hydreigon,,0,33.35%,2071,92.54%,7600,8,Deino,,0,
4027,Bunnelby,,659,♂,440,91,13,15,11,86.7,29.0,29.0,Quick Attack,Bulldoze,,"2021-12-21 07:16","2021-12-21 07:16",12/6/2021,7.25kg,0.46m,0,0,0,5000,58.44%,1703,94.35%,191000,240,Diggersby,,0,98.44%,65,96.77%,410000,240,Diggersby,,0,57.80%,1729,90.36%,80000,82,Bunnelby,,0,
4028,Meltan,,808,,703,94,,,,83.0,24.0,24.0,Thunder Shock,Flash Cannon,,"2021-12-21 07:15","2021-12-21 07:15",,6.35kg,0.17m,0,0,0,3500,96.27%,92,95.17%,451000,226,Meltan,,0,26.78%,2653,95.15%,3500,403,Melmetal,,0,,,,,,,,,
4029,Snorunt,,361,♀,650,98,14,7,3,53.3,28.0,28.0,Hex,Avalanche,,"2021-12-21 07:15","2021-12-21 07:14",12/20/2021,14.3kg,0.72m,0,0,0,4500,63.27%,1505,84.65%,419000,198,Snorunt,,0,60.76%,1608,89.42%,419000,298,Glalie,Normal,0,,,,,,,,,
4030,Snorunt,,361,♀,85,38,8,11,15,75.6,4.0,4.0,Powder Snow,Icy Wind,,"2021-12-21 07:15","2021-12-21 07:15",12/20/2021,18.96kg,0.69m,0,0,0,400,86.84%,540,96.25%,90400,192,Froslass,,0,92.14%,323,93.87%,518400,398,Glalie,Normal,0,89.67%,424,95.65%,6400,110,Froslass,,0,
4031,Shuppet,,353,♂,427,72,13,15,13,91.1,15.0,15.0,Astonish,Ominous Wind,,"2021-12-21 07:14","2021-11-14 10:59",10/24/2021,2.68kg,0.6m,0,0,0,1900,81.47%,760,95.90%,38400,86,Banette,Normal,0,93.21%,279,97.38%,424400,318,Banette,Normal,0,88.52%,471,95.18%,9800,10,Shuppet,,0,
4032,Roselia,,315,♂,781,77,,,,85.6,15.0,15.0,Poison Jab,Petal Blizzard,,"2021-12-21 07:13","2021-12-21 07:13",,2.51kg,0.34m,0,0,0,1900,86.76%,259,97.85%,12000,112,Roserade,,0,67.42%,753,97.47%,96400,186,Roserade,,0,,,,,,,,,
4033,Nuzleaf,,274,♀,403,89,4,8,13,55.6,13.0,13.0,Feint Attack,,,"2021-12-21 07:13","2021-12-21 07:13",11/25/2021,26.09kg,0.98m,0,1,0,1921,47.28%,2160,94.81%,62168,172,Shiftry,,1,93.97%,248,97.75%,402600,303,Shiftry,,2,86.42%,557,95.23%,12244,18,Nuzleaf,,1,
4034,Seedot,,273,♂,249,68,15,12,12,86.7,15.0,15.0,Quick Attack,Grass Knot,,"2021-12-21 07:13","2021-12-21 07:13",12/18/2021,3.49kg,0.48m,0,0,0,1900,16.21%,3432,93.21%,35400,158,Shiftry,,0,84.25%,646,96.69%,410400,393,Shiftry,,0,25.89%,3036,88.99%,96400,86,Seedot,,0,
4035,Combusken,,256,♂,914,98,12,15,10,82.2,20.0,20.0,Peck,Flame Charge,,"2021-12-21 07:12","2021-08-29 12:40",12/12/2020,17.78kg,0.89m,0,0,0,2500,70.67%,1202,95.86%,145000,140,Combusken,,0,54.95%,1846,96.03%,103000,192,Blaziken,Normal,0,,,,,,,,,
4036,Larvitar,,246,♂,437,77,14,14,13,91.1,15.0,15.0,Rock Smash,Stomp,,"2021-12-21 07:11","2021-09-28 18:00",9/21/2021,61.96kg,0.47m,0,0,0,1900,44.49%,2274,94.96%,96400,111,Pupitar,,0,79.05%,859,97.01%,38400,161,Tyranitar,Normal,0,52.48%,1947,92.66%,7600,8,Larvitar,,0,
4037,Larvitar,,246,♀,374,72,15,10,13,84.4,13.0,13.0,Bite,,,"2021-12-21 07:11","2021-12-21 07:10",12/14/2021,65.42kg,0.61m,0,1,0,1921,43.20%,2327,94.92%,42600,63,Pupitar,,2,45.23%,2244,95.61%,53768,189,Tyranitar,Normal,1,15.48%,3462,89.89%,16804,24,Larvitar,,1,
4038,Delibird,,225,♀,456,72,15,11,13,86.7,15.0,15.0,Present,Aerial Ace,,"2021-12-21 07:10","2021-12-21 07:09",12/5/2021,23.48kg,0.99m,0,0,0,1900,97.75%,93,94.59%,496400,268,Delibird,,0,97.75%,93,94.59%,496400,268,Delibird,,0,15.87%,3446,90.17%,3800,4,Delibird,,0,
4039,Snover,,459,♀,978,119,14,15,7,80.0,31.0,31.0,Ice Shard,Ice Beam,,"2021-12-20 16:50","2021-12-20 16:50",12/20/2021,40.88kg,0.95m,0,0,0,6000,97.26%,113,95.04%,390000,174,Snover,,0,65.40%,1418,95.62%,278000,224,Abomasnow,Normal,0,,,,,,,,,
4040,Flareon,,136,♂,2674,132,15,5,12,71.1,34.0,34.0,Ember,Overheat,,"2021-12-20 16:50","2021-12-20 16:50",,11.68kg,0.71m,0,0,0,7000,,,,,,,,,,,,,,,,,,,,,,,,,
4041,Spheal,,363,♂,391,95,10,15,13,84.4,15.0,15.0,Water Gun,Water Pulse,,"2021-12-20 16:48","2021-12-20 16:47",12/20/2021,29.7kg,0.66m,0,0,0,1900,71.65%,1162,96.12%,137400,151,Sealeo,,0,71.75%,1158,96.71%,174400,295,Walrein,,0,68.79%,1279,93.86%,16400,16,Spheal,,0,
4042,Froslass,,478,♀,1268,115,15,13,13,91.1,22.0,22.0,,,,"2021-12-20 16:43","2021-12-20 16:43",12/20/2021,25.21kg,1.1m,0,0,0,3000,70.65%,1203,95.24%,28000,24,Froslass,,0,99.22%,33,97.53%,464000,238,Froslass,,0,,,,,,,,,
4043,Snorunt,,361,♀,392,78,9,5,1,33.3,18.0,18.0,Powder Snow,Icy Wind,,"2021-12-20 16:41","2021-12-20 16:39",12/20/2021,19.36kg,0.74m,0,0,0,2200,40.29%,2446,93.79%,69900,162,Froslass,,0,19.71%,3289,84.79%,484400,356,Glalie,Normal,0,9.21%,3719,88.23%,23400,21,Snorunt,,0,
4044,Snorunt,,361,♂,60,31,11,9,10,66.7,3.0,3.0,Hex,Icy Wind,,"2021-12-20 16:41","2021-12-20 16:39",12/20/2021,10.87kg,0.64m,0,0,0,400,38.85%,2505,94.49%,83200,186,Glalie,Normal,0,84.13%,651,92.23%,519200,400,Glalie,Normal,0,25.40%,3056,90.57%,6400,111,Glalie,Normal,0,
4045,Snorunt,,361,♀,549,93,15,13,13,91.1,22.0,22.0,Powder Snow,Icy Wind,,"2021-12-20 16:41","2021-12-20 16:39",12/20/2021,15.92kg,0.6m,0,0,0,3000,70.65%,1203,95.24%,28000,124,Froslass,,0,99.27%,31,97.72%,464000,338,Glalie,Normal,0,,,,,,,,,
4046,Snorunt,,361,♂,550,90,9,15,2,57.8,24.0,24.0,Powder Snow,Icy Wind,,"2021-12-20 16:40","2021-12-20 16:40",12/20/2021,13.72kg,0.66m,0,0,0,3500,62.52%,1536,95.63%,19000,116,Glalie,Normal,0,69.50%,1250,90.43%,451000,326,Glalie,Normal,0,,,,,,,,,
4047,Spinda,,327,♂,170,51,,,,29.0,6.0,6.0,,,,"2021-12-20 08:06","2021-12-20 08:06",,7.1kg,0.33m,0,0,0,600,13.10%,3194,81.04%,516400,294,Spinda,,0,13.10%,3194,81.04%,516400,294,Spinda,,0,52.22%,171,97.02%,27600,34,Spinda,,0,
4048,Eevee,,133,♂,170,51,12,13,14,86.7,6.0,6.0,,,,"2021-12-20 08:06","2021-12-20 08:06",12/18/2021,7.1kg,0.33m,0,0,0,600,86.40%,558,96.47%,34200,65,Jolteon,,0,86.15%,568,97.34%,101900,125,Glaceon,,0,89.72%,422,96.61%,3600,30,Umbreon,,0,
4049,Eevee,,133,♂,447,81,14,14,11,86.7,15.0,15.0,,,,"2021-12-20 08:06","2021-12-20 08:06",12/20/2021,7.72kg,0.3m,0,0,0,1900,76.58%,960,95.83%,14200,39,Jolteon,,0,64.88%,1439,96.32%,81900,99,Vaporeon,,0,35.21%,2654,91.49%,5700,6,Eevee,,0,
4050,Eevee,,133,♂,553,92,10,15,13,84.4,19.0,19.0,Tackle,Last Resort,,"2021-12-20 08:06","2021-12-20 08:06",12/19/2021,5.58kg,0.26m,0,0,0,2500,70.33%,1216,95.73%,40000,60,Umbreon,,0,79.85%,826,97.19%,75000,91,Flareon,,0,,,,,,,,,
4051,Pumpkaboo,Small,710,♂,249,52,8,10,12,66.7,8.0,8.0,,,,"2021-12-17 21:25","2021-12-17 21:25",10/22/2021,,,0,0,0,800,72.09%,1144,95.66%,66100,267,Gourgeist,Small,0,81.47%,760,94.11%,513600,490,Gourgeist,Small,0,61.98%,1558,93.51%,19100,24,Pumpkaboo,Small,0,
4052,Pumpkaboo,Average,710,♀,549,82,6,2,10,40.0,18.0,18.0,,,,"2021-12-17 21:24","2021-10-24 17:44",10/22/2021,,,0,0,0,2200,76.70%,955,96.26%,33400,230,Gourgeist,Average,0,47.81%,2138,94.79%,484400,456,Gourgeist,Average,0,,,,,,,,,
4053,Pumpkaboo,Large,710,♀,644,90,14,7,12,73.3,19.0,19.0,,,,"2021-12-17 21:24","2021-10-24 17:43",10/22/2021,,,0,0,0,2500,7.42%,3792,92.20%,10000,208,Gourgeist,Large,0,15.48%,3462,94.47%,261000,452,Gourgeist,Large,0,,,,,,,,,
4054,Pumpkaboo,Large,710,♂,1079,119,9,14,14,82.2,34.0,34.0,Astonish,Grass Knot,,"2021-12-14 05:52","2021-10-23 10:09",10/22/2021,10.08kg,0.57m,0,0,0,7000,95.73%,176,94.14%,352000,134,Pumpkaboo,Large,0,82.25%,728,97.52%,144000,334,Gourgeist,Large,0,,,,,,,,,
4055,Pumpkaboo,Average,710,♂,44,22,0,6,0,13.3,2.0,2.0,,,,"2021-12-14 05:52","2021-12-14 05:48",10/23/2021,,,0,0,0,200,38.95%,2501,94.38%,75600,282,Gourgeist,Average,0,1.00%,4055,87.56%,519600,502,Gourgeist,Average,0,93.53%,266,96.60%,6800,213,Gourgeist,Average,0,
4056,Pumpkaboo,Super,710,♀,300,65,2,8,1,24.4,10.0,10.0,,,,"2021-12-14 05:47","2021-12-14 05:47",10/23/2021,,,0,0,0,1000,32.87%,2750,94.22%,46000,248,Gourgeist,Super,0,63.88%,1480,96.58%,372000,486,Gourgeist,Super,0,77.92%,905,94.48%,19300,24,Pumpkaboo,Super,0,
4057,Pumpkaboo,Small,710,♂,355,58,3,15,0,40.0,12.0,12.0,Astonish,Grass Knot,,"2021-12-14 05:47","2021-10-24 17:48",10/23/2021,4.53kg,0.34m,0,0,0,1300,78.02%,901,95.99%,69400,266,Gourgeist,Small,0,17.29%,3388,86.40%,505400,480,Gourgeist,Small,0,46.52%,2191,92.48%,14700,18,Pumpkaboo,Small,0,
4058,Pumpkaboo,Small,710,♂,773,95,4,1,13,40.0,26.0,26.0,,,,"2021-12-14 05:47","2021-12-14 05:47",10/23/2021,,,0,0,0,4000,28.06%,2947,81.32%,436000,214,Pumpkaboo,Small,0,38.68%,2512,89.06%,436000,414,Gourgeist,Small,0,,,,,,,,,
4059,Pumpkaboo,Large,710,♂,773,100,2,1,2,11.1,26.5,26.5,,,,"2021-12-14 05:47","2021-12-14 05:47",,,,0,0,0,4000,1.20%,4047,74.42%,432000,210,Pumpkaboo,Large,0,38.41%,2523,95.52%,432000,410,Gourgeist,Large,0,,,,,,,,,
4060,Pumpkaboo,Average,710,♀,383,66,3,5,4,26.7,13.0,13.0,,,,"2021-12-14 05:46","2021-10-24 17:47",10/23/2021,,,0,0,0,1600,60.00%,1639,95.38%,55300,253,Gourgeist,Average,0,10.70%,3658,91.26%,502800,476,Gourgeist,Average,0,33.53%,2723,91.81%,12100,14,Pumpkaboo,Average,0,
4061,Pumpkaboo,Average,710,♀,433,70,14,8,11,73.3,13.0,13.0,,,,"2021-12-14 05:46","2021-10-24 17:47",10/24/2021,,,0,0,0,1600,36.97%,2582,94.29%,41800,241,Gourgeist,Average,0,50.94%,2010,94.95%,390800,476,Gourgeist,Average,0,51.65%,1981,93.00%,6400,8,Pumpkaboo,Average,0,
4062,Vulpix,Normal,37,♂,604,84,12,15,11,84.4,25.0,25.0,Ember,Return,,"2021-12-12 18:06","2021-12-12 18:05",11/26/2021,6.94kg,0.55m,0,2,0,3600,97.12%,119,93.76%,399600,210,Vulpix,Normal,2,98.51%,62,98.57%,386100,255,Ninetales,Normal,2,,,,,,,,,
4063,Vulpix,Normal,37,♂,306,60,10,15,9,75.6,13.0,13.0,Ember,,,"2021-12-12 18:05","2021-12-12 18:01",11/26/2021,6.94kg,0.55m,0,1,0,1921,76.07%,981,96.12%,62168,122,Ninetales,Normal,1,98.51%,62,98.57%,389100,258,Ninetales,Normal,2,53.63%,1900,92.31%,39364,48,Vulpix,Normal,1,
4064,Vulpix,Normal,37,♀,507,80,12,11,15,84.4,21.0,21.0,Ember,Body Slam,,"2021-12-12 18:02","2021-12-12 18:02",12/12/2021,14.41kg,0.68m,0,0,0,3000,66.69%,1365,95.62%,15500,65,Ninetales,Normal,0,98.29%,71,98.49%,455000,294,Ninetales,Normal,0,,,,,,,,,
4065,Minccino,,572,♀,491,94,15,14,12,91.1,20.0,20.0,Charm,Swift,,"2021-11-18 16:53","2021-08-29 14:36",12/23/2020,5.7kg,0.4m,0,0,0,2500,47.57%,2148,94.83%,20500,69,Cinccino,,0,98.46%,64,98.30%,460000,298,Cinccino,,0,25.52%,3051,90.37%,0,0,Minccino,,0,
4066,Cofagrigus,,563,♀,955,85,13,11,15,86.7,15.0,15.0,Astonish,Psychic,,"2021-11-18 16:52","2021-11-14 11:07",10/16/2021,85.26kg,1.74m,0,0,0,1900,71.28%,1177,95.92%,41900,39,Cofagrigus,,0,97.80%,91,98.22%,466400,268,Cofagrigus,,0,,,,,,,,,
4067,Yamask,Galar,562,♂,395,65,12,10,10,71.1,15.0,15.0,Astonish,Night Shade,,"2021-11-18 16:52","2021-10-25 21:12",10/25/2021,1.38kg,0.46m,0,0,0,1900,57.00%,1762,95.20%,45400,42,Runerigus,,0,88.74%,462,96.30%,496400,268,Runerigus,,0,57.34%,1748,92.99%,16400,16,Yamask,Galar,0,
4068,Blitzle,,522,♀,371,71,15,15,10,88.9,15.0,15.0,Spark,Discharge,,"2021-11-18 16:51","2021-11-14 12:46",,23.56kg,0.74m,0,0,0,1900,25.71%,3043,94.01%,29400,77,Zebstrika,,0,50.65%,2022,95.27%,310400,318,Zebstrika,,0,52.21%,1958,92.31%,21400,20,Blitzle,,0,
4069,Zebstrika,,523,♂,1349,115,10,15,13,84.4,20.0,20.0,Low Kick,Discharge,,"2021-11-18 16:51","2021-10-04 19:10",12/12/2020,77.02kg,1.75m,0,0,0,2500,77.68%,915,96.46%,11000,10,Zebstrika,,0,88.23%,483,97.39%,325000,248,Zebstrika,,0,,,,,,,,,
4070,Blitzle,,522,♂,368,72,13,15,12,88.9,15.0,15.0,Quick Attack,Thunderbolt,,"2021-11-18 16:51","2021-09-28 18:00",9/21/2021,25.71kg,0.8m,0,0,0,1900,24.81%,3080,93.97%,29400,77,Zebstrika,,0,71.06%,1186,96.26%,322400,318,Zebstrika,,0,48.42%,2113,92.03%,21400,20,Blitzle,,0,
4071,Bastiodon,,411,♂,861,99,14,13,12,86.7,20.0,20.0,Smack Down,Flamethrower,,"2021-11-18 16:50","2021-08-29 13:33",8/11/2021,139.95kg,1.11m,0,0,0,2500,31.53%,2805,92.47%,215000,233,Bastiodon,,0,98.36%,68,97.04%,475000,248,Bastiodon,,0,,,,,,,,,
4072,Luxio,,404,♂,829,101,15,10,15,88.9,20.0,20.0,Spark,Wild Charge,,"2021-11-18 16:50","2021-08-29 13:35",1/27/2021,17.12kg,0.67m,0,0,0,2500,61.93%,1560,94.19%,278000,248,Luxio,,0,52.36%,1952,96.00%,91000,180,Luxray,,0,,,,,,,,,
4073,Chimchar,,390,♂,11,12,12,0,5,37.8,1.0,1.0,Ember,Flame Charge,,"2021-11-18 16:49","2021-11-18 16:48",11/16/2021,7.19kg,0.56m,0,0,0,200,6.30%,3838,92.24%,50000,185,Infernape,,0,4.42%,3915,93.59%,290000,429,Infernape,,0,21.76%,3205,88.72%,4800,137,Infernape,,0,
4074,Chimchar,,390,♂,113,41,6,5,15,57.8,5.0,5.0,Scratch,Flame Wheel,,"2021-11-18 16:49","2021-11-18 16:49",11/18/2021,5.87kg,0.49m,0,0,0,600,57.88%,1726,95.15%,343600,321,Monferno,,0,54.77%,1853,96.08%,257600,406,Infernape,,0,78.49%,882,94.81%,2400,129,Infernape,,0,
4075,Chimchar,,390,♂,138,41,8,9,2,42.2,6.0,6.0,Ember,Flamethrower,,"2021-11-18 16:48","2021-11-18 16:48",11/17/2021,6.49kg,0.51m,0,0,0,600,47.50%,2151,94.64%,366400,319,Monferno,,0,24.76%,3082,94.91%,276400,419,Infernape,,0,42.17%,2369,90.98%,1200,127,Infernape,,0,
4076,Chimchar,,390,♂,215,51,6,14,2,48.9,9.0,9.0,Ember,Flamethrower,,"2021-11-18 16:48","2021-11-18 16:48",11/17/2021,7.35kg,0.51m,0,0,0,1000,84.15%,650,96.50%,42000,169,Infernape,,0,63.64%,1490,96.41%,262000,413,Infernape,,0,72.04%,1146,94.18%,39500,42,Chimchar,,0,
4077,Chimchar,,390,♂,446,79,1,12,9,48.9,19.0,19.0,Scratch,Flamethrower,,"2021-11-18 16:48","2021-11-18 16:48",11/17/2021,4.24kg,0.43m,0,0,0,2500,95.19%,198,97.83%,342000,277,Monferno,,0,94.99%,206,98.22%,250000,377,Infernape,,0,93.02%,287,96.38%,10000,8,Chimchar,,0,
4078,Turtwig,,387,♂,220,53,14,12,6,71.1,7.0,7.0,Tackle,,,"2021-11-18 16:48","2021-11-18 16:48",11/16/2021,8.51kg,0.38m,0,0,0,800,11.14%,3640,92.75%,100700,123,Grotle,,0,32.04%,2784,95.42%,131200,249,Torterra,,0,48.03%,2129,93.01%,20700,26,Turtwig,,0,
4079,Turtwig,,387,♂,968,112,11,7,4,48.9,33.0,33.0,Tackle,Seed Bomb,,"2021-11-18 16:47","2021-11-18 16:47",11/17/2021,13.72kg,0.46m,0,0,0,7000,52.72%,1937,84.75%,366000,150,Turtwig,,0,29.33%,2895,95.30%,7000,133,Torterra,,0,,,,,,,,,
4080,Nuzleaf,,274,♀,908,128,13,11,13,82.2,27.0,27.0,Razor Leaf,Foul Play,,"2021-11-18 16:46","2021-11-18 16:46",,34.79kg,1.04m,0,0,0,4500,94.97%,207,93.21%,428000,206,Nuzleaf,,0,84.59%,632,96.71%,356000,306,Shiftry,,0,,,,,,,,,
4081,Beautifly,,267,♀,735,86,14,11,13,84.4,15.0,15.0,Infestation,Air Cutter,,"2021-11-18 16:46","2021-10-22 22:13",9/11/2021,24.42kg,0.95m,0,0,0,1900,43.83%,2301,94.89%,106400,94,Beautifly,,0,96.63%,139,95.31%,496400,268,Beautifly,,0,,,,,,,,,
4082,Mightyena,,262,♀,1353,123,13,15,13,91.1,25.0,25.0,Ice Fang,Return,,"2021-11-18 16:45","2021-11-08 07:16",,42.53kg,1.11m,0,2,0,3600,55.56%,1821,95.51%,18450,18,Mightyena,,2,99.44%,24,97.66%,399600,210,Mightyena,,2,,,,,,,,,
4083,Torchic,,255,♂,237,53,14,10,14,84.4,8.0,8.0,Ember,Flame Charge,,"2021-11-18 16:45","2021-08-29 15:26",8/23/2021,3.52kg,0.46m,0,0,0,800,31.99%,2786,93.98%,175600,197,Combusken,,0,42.47%,2357,95.58%,141600,259,Blaziken,Normal,0,66.72%,1364,93.63%,22900,28,Torchic,,0,
4084,Stantler,,234,♂,579,79,14,2,10,57.8,10.0,10.0,Zen Headbutt,Megahorn,,"2021-11-18 16:45","2021-08-29 14:06",12/23/2020,60.71kg,1.3m,0,0,0,1000,5.81%,3858,92.30%,70000,69,Stantler,,0,56.63%,1777,88.40%,510000,286,Stantler,,0,,,,,,,,,
4085,Umbreon,,197,♂,888,119,11,15,14,88.9,15.0,15.0,Snarl,Foul Play,,"2021-11-18 16:44","2021-10-19 21:54",10/4/2021,30.39kg,1.06m,0,0,0,1900,40.02%,2457,93.93%,52400,48,Umbreon,,0,97.92%,86,96.66%,496400,268,Umbreon,,0,,,,,,,,,
4086,Hitmonlee,,106,♂,554,54,13,11,7,68.9,8.0,8.0,Low Kick,Frustration,,"2021-11-18 16:43","2021-11-14 12:40",11/14/2021,50.6kg,1.45m,0,1,0,961,27.40%,2974,93.93%,52330,72,Hitmonlee,,1,28.86%,2914,94.94%,340338,378,Hitmonlee,,1,,,,,,,,,
4087,Hitmonlee,,106,♂,561,55,,,,76.9,8.0,8.0,Rock Smash,Frustration,,"2021-11-18 16:43","2021-09-15 09:27",,32.98kg,1.13m,0,1,0,961,68.91%,338,97.40%,52330,72,Hitmonlee,,1,50.82%,652,97.24%,159600,185,Hitmonlee,,2,,,,,,,,,
4088,Hitmonlee,,106,♂,561,55,12,13,10,77.8,8.0,8.0,Rock Smash,Frustration,,"2021-11-18 16:42","2021-08-29 14:08",12/13/2020,32.98kg,.m,0,1,0,800,63.22%,1507,95.58%,52330,72,Hitmonlee,,1,56.02%,1802,95.98%,316338,378,Hitmonlee,,1,,,,,,,,,
4089,Magneton,,82,,1628,96,15,15,14,97.8,23.0,23.0,,,,"2021-11-18 16:41","2021-11-18 16:41",11/20/2020,,,0,0,0,3500,,,,,,,,,61.03%,1597,96.26%,218000,232,Magneton,,0,,,,,,,,,
4090,Nidoran♀,,29,♀,656,112,14,14,10,84.4,29.0,29.0,Poison Sting,Sludge Bomb,,"2021-11-18 16:40","2021-11-18 16:39",11/18/2021,7.99kg,0.44m,0,0,0,5000,97.75%,93,95.37%,410000,215,Nidorina,,0,38.07%,2537,95.21%,191000,315,Nidoqueen,,0,,,,,,,,,
4091,Nidoran♀,,29,♀,172,56,15,8,5,62.2,8.0,8.0,Poison Sting,,,"2021-11-18 16:40","2021-11-18 16:39",11/16/2021,5.49kg,0.36m,0,1,0,961,31.09%,2823,94.06%,59532,205,Nidoqueen,,1,10.77%,3655,93.87%,407538,503,Nidoqueen,,1,24.30%,3101,90.75%,16808,55,Nidorina,,1,
4092,Sandshrew,Normal,27,♀,527,76,14,15,10,86.7,15.0,15.0,Mud Shot,Dig,,"2021-11-18 16:38","2021-09-12 13:11",9/12/2021,10.64kg,0.6m,0,0,0,1900,78.73%,872,95.94%,35400,83,Sandslash,Normal,0,80.78%,788,96.48%,371400,318,Sandslash,Normal,0,,,,,,,,,
4093,Sandshrew,Normal,27,♂,850,103,2,15,15,71.1,26.0,26.0,Scratch,Dig,,"2021-11-18 16:38","2021-11-18 16:38",11/16/2021,6.01kg,0.43m,0,0,0,4000,86.01%,574,90.78%,436000,214,Sandshrew,Normal,0,99.93%,4,99.93%,421000,264,Sandslash,Normal,0,,,,,,,,,
4094,Sandshrew,Normal,27,♀,1113,115,8,15,15,84.4,35.0,35.0,Scratch,Rock Slide,,"2021-11-18 16:37","2021-11-18 16:37",11/15/2021,11.06kg,0.59m,0,0,0,8000,97.41%,107,95.04%,338000,118,Sandshrew,Normal,0,96.85%,130,98.30%,252000,168,Sandslash,Normal,0,,,,,,,,,
4095,Bellsprout,,69,♀,381,74,7,12,13,71.1,14.0,14.0,Vine Whip,Power Whip,,"2021-11-15 09:21","2021-11-15 09:21",11/15/2021,4.07kg,0.7m,0,0,0,1600,82.17%,731,96.41%,229600,267,Weepinbell,,0,82.52%,717,97.12%,387600,397,Victreebel,Normal,0,77.73%,913,94.47%,15200,16,Bellsprout,,0,
4096,Vulpix,Normal,37,♀,482,75,14,11,10,77.8,20.0,20.0,Quick Attack,Flamethrower,,"2021-11-15 09:20","2021-11-15 09:20",11/15/2021,8.15kg,0.61m,0,0,0,2500,39.12%,2494,94.34%,20500,69,Ninetales,Normal,0,91.48%,350,97.09%,460000,298,Ninetales,Normal,0,30.45%,2849,90.50%,2500,2,Vulpix,Normal,0,
